City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,balabac,7.9868,117.0645,83.46,76,17,6.73,PH,1734573769
271,vorkuta,67.5,64.0,-10.34,100,95,4.74,RU,1734573771
272,fukuecho,32.6881,128.8419,44.96,87,75,16.11,JP,1734573772
273,pitogo,13.7847,122.0881,80.8,76,97,15.99,PH,1734573773
274,atafu village,-8.5421,-172.5159,82.99,78,15,16.73,TK,1734573774
275,erenhot,43.6475,111.9767,20.16,41,100,10.29,CN,1734573775
276,makueni boma,-1.8041,37.6203,61.88,94,70,0.51,KE,1734573776
277,constitucion,-35.3333,-72.4167,57.6,75,1,13.89,CL,1734573778
278,keflavik,64.0049,-22.5624,28.83,86,75,5.75,IS,1734573779
279,nagqu,31.5,92.0,14.54,21,0,2.8,CN,1734573780
280,antofagasta,-23.65,-70.4,63.68,82,55,3.04,CL,1734573737
281,udachny,66.4167,112.4,-11.85,98,31,5.41,RU,1734573782
282,rabah,13.1213,5.5074,60.24,32,0,15.26,NG,1734573784
283,minab,27.1467,57.0801,57.58,10,0,5.1,IR,1734573785
284,hudiksvall,61.729,17.1036,39.6,96,100,8.61,SE,1734573786
285,yemetsk,63.4721,41.7941,2.77,99,93,2.08,RU,1734573787
286,tsiombe,-25.3,45.4833,72.28,95,7,1.01,MG,1734573788
287,ola,59.5833,151.2833,3.87,74,51,13.4,RU,1734573790
288,yanchep,-31.55,115.6833,76.28,52,0,16.15,AU,1734573791
289,san jose de feliciano,-30.3845,-58.7517,66.81,87,100,6.91,AR,1734573792
290,namsos,64.4662,11.4957,35.51,93,100,14.97,NO,1734573793
291,bjelovar,45.8986,16.8489,39.49,94,49,5.21,HR,1734573794
292,tazacorte,28.629,-17.9293,68.14,17,0,11.01,ES,1734573795
293,muisne,0.6,-80.0333,76.57,83,95,9.26,EC,1734573797
294,shindand,33.3029,62.1474,36.48,35,0,3.36,AF,1734573798
295,ghanzi,-21.5667,21.7833,71.1,75,91,3.47,BW,1734573799
296,vorgashor,67.5833,63.95,-9.69,100,93,3.85,RU,1734573800
297,dakhla,23.6848,-15.958,64.98,40,100,16.11,EH,1734573802
298,gorshechnoye,51.5244,38.0365,10.49,93,18,7.87,RU,1734573803
299,el nido,11.1858,119.3956,85.14,80,99,8.61,PH,1734573804
300,island harbour,50.724,-1.2758,52.02,70,96,14.0,GB,1734573805
301,sogndal,61.2283,7.1003,41.38,80,100,11.5,NO,1734573806
302,tura,25.5198,90.2201,62.85,62,100,1.86,IN,1734573807
303,broken hill,-31.95,141.4333,86.97,21,0,14.18,AU,1734573809
304,mahibadhoo,3.7833,72.9667,83.05,73,76,16.82,MV,1734573810
305,campoalegre,2.6849,-75.3231,81.3,83,74,6.04,CO,1734573811
306,kudahuvadhoo,2.6708,72.8944,82.71,78,44,17.11,MV,1734573812
307,qamdo,31.1667,97.2333,26.51,31,1,3.67,CN,1734573809
308,happy valley-goose bay,53.3168,-60.3315,23.31,74,100,3.44,CA,1734573613
309,sola,-13.8833,167.55,80.2,81,100,5.32,VU,1734573817
310,whistler,50.1164,-122.9695,33.03,100,100,2.3,CA,1734573806
311,dubbo,-32.25,148.6167,78.93,34,0,16.11,AU,1734573820
312,urangan,-25.3,152.9,76.37,66,100,26.08,AU,1734573821
313,chillicothe,39.3331,-82.9824,39.25,89,100,5.99,US,1734573404
314,kenora,49.8167,-94.4337,-4.23,92,20,3.44,CA,1734573823
315,bucerias,20.75,-105.3333,76.98,83,0,6.91,MX,1734573824
316,vilyuchinsk,52.9306,158.4028,34.07,86,100,3.8,RU,1734573825
317,misratah,32.3754,15.0925,61.88,66,83,15.77,LY,1734573827
318,juba,4.8517,31.5825,76.6,46,60,1.14,SS,1734573828
319,eyl,7.9803,49.8164,73.56,77,100,16.04,SO,1734573830
320,fale old settlement,-9.3852,-171.2468,83.28,78,84,15.64,TK,1734573831
321,kolonia town,6.964,158.206,87.91,74,100,9.22,FM,1734573833
322,impfondo,1.6381,18.0667,74.12,77,100,2.89,CG,1734573834
323,minas de marcona,-15.2119,-75.1103,60.21,83,100,9.4,PE,1734573626
324,newman,37.3138,-121.0208,49.05,89,100,1.01,US,1734573836
325,gurupi,-11.7292,-49.0686,73.65,93,88,3.53,BR,1734573602
326,mezhdurechenskiy,59.6,65.9333,6.44,100,92,3.18,RU,1734573838
327,dhidhdhoo,6.8833,73.1,82.54,75,26,6.53,MV,1734573840
328,barcelos,41.5388,-8.6151,58.6,91,28,11.86,PT,1734573722
329,shamakhi,40.6314,48.6414,35.24,77,98,12.3,AZ,1734573842
330,nadi,-17.8,177.4167,86.0,66,20,10.36,FJ,1734573727
331,albardon,-31.4372,-68.5256,78.87,32,0,5.01,AR,1734573844
332,el porvenir,13.7617,-87.3458,73.54,70,23,6.31,HN,1734573846
333,ciudad guayana,8.3533,-62.6528,80.26,71,71,8.81,VE,1734573848
334,baardheere,2.3446,42.2764,74.95,83,0,6.35,SO,1734573849
335,tindouf,27.6711,-8.1474,45.05,42,0,5.75,DZ,1734573850
336,kavaratti,10.5669,72.642,80.44,70,64,6.82,IN,1734573851
337,port alfred,-33.5906,26.891,64.18,94,50,2.13,ZA,1734573852
338,kikwit,-5.041,18.8162,69.87,96,79,1.59,CD,1734573853
339,oulad teima,30.3947,-9.209,58.28,86,0,6.44,MA,1734573855
340,cafayate,-26.073,-65.9761,65.61,83,66,7.4,AR,1734573627
341,ust'-uda,54.1742,103.0304,-7.6,100,70,2.57,RU,1734573857
342,aver-o-mar,41.4078,-8.7812,61.36,94,75,8.05,PT,1734573858
343,kayangel,8.0823,134.7173,83.89,72,47,8.03,PW,1734573859
344,nizhniy lomov,53.5304,43.6766,7.97,93,100,13.29,RU,1734573861
345,fortuna,40.5982,-124.1573,56.35,92,75,0.0,US,1734573862
346,cartagena,10.3997,-75.5144,82.02,83,20,6.91,CO,1734573863
347,mariinsk,56.2139,87.7472,5.07,87,100,4.16,RU,1734573864
348,paphos,34.7667,32.4167,49.78,87,2,10.36,CY,1734573865
349,namikupa,-10.8333,39.6,69.73,98,95,0.96,TZ,1734573867
350,tandil,-37.3217,-59.1332,68.56,58,100,1.21,AR,1734573797
351,chapaev,50.2,51.1667,15.24,93,100,19.42,KZ,1734573869
352,timbuktu,16.7735,-3.0074,64.18,19,31,17.76,ML,1734573870
353,holualoa,19.6228,-155.9522,80.44,71,75,16.11,US,1734573871
354,yuzhno-kurilsk,44.0306,145.8556,32.11,56,64,17.54,RU,1734573872
355,tinajo,29.0788,-13.7081,61.68,59,0,9.22,ES,1734573874
356,ambalangoda,6.2355,80.0538,81.99,82,63,7.07,LK,1734573875
357,pacasmayo,-7.4006,-79.5714,66.76,82,42,10.94,PE,1734573877
358,ronne,55.1009,14.7066,48.11,87,75,14.97,DK,1734573878
359,takaungu,-3.6837,39.8566,77.41,86,77,5.59,KE,1734573880
360,fuyang,32.9,115.8167,35.6,35,100,4.63,CN,1734573881
361,revda,56.801,59.9303,6.19,100,96,2.93,RU,1734573882
362,hampton bays,40.869,-72.5176,52.86,93,100,11.99,US,1734573786
363,bel ombre,-4.6167,55.4167,76.84,88,75,9.22,SC,1734573884
364,flin flon,54.7682,-101.865,-8.75,95,100,3.53,CA,1734573886
365,nova vicosa,-17.8919,-39.3719,75.83,92,68,4.23,BR,1734573660
366,burg auf fehmarn,54.4333,11.2,46.53,93,100,21.27,DE,1734573889
367,dudinka,69.4058,86.1778,9.79,93,100,14.67,RU,1734573890
368,kununurra,-15.7667,128.7333,91.38,58,33,4.61,AU,1734573892
369,lakatoro,-16.0999,167.4164,83.1,77,94,7.07,VU,1734573893
370,karkira,36.9292,6.5856,53.51,52,0,6.76,DZ,1734573894
371,dzuunharaa,48.8523,106.4579,4.23,95,100,2.48,MN,1734573895
372,warmbaths,-24.8833,28.2833,67.28,78,100,4.72,ZA,1734573896
373,langepas,61.2544,75.2124,13.15,95,100,8.16,RU,1734573763
374,sebastopol,44.6,33.5333,42.01,58,24,4.52,UA,1734573623
375,sur,22.5667,59.5289,69.85,63,21,9.71,OM,1734573900
376,taoudenni,22.6783,-3.9836,57.63,38,0,16.91,ML,1734573901
377,ulladulla,-35.35,150.4667,67.98,57,0,11.61,AU,1734573902
378,vardenik,40.1393,45.4334,26.26,76,27,10.92,AM,1734573904
379,borgarnes,64.5383,-21.9206,17.44,96,94,6.02,IS,1734573905
380,najaf,31.9985,44.3398,37.18,65,2,4.61,IQ,1734573907
381,nizhniy kuranakh,58.8353,125.4869,-9.62,97,100,4.03,RU,1734573908
382,cidade velha,14.9167,-23.6167,73.87,78,64,13.8,CV,1734573910
383,teterow,53.7833,12.5667,50.16,83,100,17.2,DE,1734573911
384,sabaudia,41.3003,13.0282,44.04,94,3,3.94,IT,1734573912
385,tongliao,43.6125,122.2653,20.39,33,100,6.17,CN,1734573914
386,sargatskoye,55.6101,73.4972,13.71,96,97,7.76,RU,1734573915
387,nea alikarnassos,35.3333,25.1667,52.48,100,40,6.91,GR,1734573917
388,mount gambier,-37.8333,140.7667,83.03,20,0,0.89,AU,1734573918
389,moyale,3.5167,39.0584,66.94,50,0,6.04,KE,1734573744
390,tutoia,-2.7619,-42.2744,80.15,86,97,11.72,BR,1734573921
391,sorong,-0.8833,131.25,84.22,75,100,7.31,ID,1734573922
392,egilsstadir,65.2653,-14.3948,24.71,80,40,6.91,IS,1734573923
393,tolanaro,-25.0319,46.9987,77.07,78,20,6.91,MG,1734573925
394,necochea,-38.5473,-58.7368,64.38,85,100,4.92,AR,1734573750
395,kalmunai,7.4167,81.8167,78.58,84,85,3.15,LK,1734573927
396,pelabuhanratu,-6.9875,106.5514,82.44,79,99,7.54,ID,1734573748
397,seward,40.907,-97.0989,32.14,80,100,5.01,US,1734573694
398,sinan,34.8262,126.1086,35.31,69,6,13.13,KR,1734573931
399,tralee,52.2704,-9.7026,42.78,74,90,19.46,IE,1734573932
400,registro,-24.4875,-47.8436,65.5,98,25,1.48,BR,1734573676
401,novodvinsk,64.4165,40.8122,-2.45,99,88,2.17,RU,1734573934
402,wuwei,37.9281,102.6414,20.95,71,73,1.52,CN,1734573664
403,illizi,26.4833,8.4667,49.24,67,0,3.8,DZ,1734573937
404,alotau,-10.3069,150.4462,87.04,67,97,7.23,PG,1734573938
405,donnacona,46.6804,-71.7239,34.11,100,100,1.14,CA,1734573939
406,kalawit,8.0667,122.5167,82.94,80,90,7.05,PH,1734573940
407,amga,60.8953,131.9608,-18.24,100,100,2.91,RU,1734573941
408,katabu,-4.9333,122.5167,85.68,71,100,8.32,ID,1734573943
409,hammerfest,70.6634,23.6821,21.65,86,75,2.3,NO,1734573944
410,aswan,24.0934,32.907,60.1,41,0,5.75,EG,1734573945
411,belomorsk,64.5232,34.7668,8.4,76,100,3.04,RU,1734573946
412,pak chong,14.708,101.4161,72.81,67,70,15.28,TH,1734573947
413,dunedin,-45.8742,170.5036,57.24,71,2,16.71,NZ,1734573948
414,novyy urengoy,66.0833,76.6333,5.97,97,100,5.82,RU,1734573950
415,highland springs,37.546,-77.3278,57.94,94,100,6.91,US,1734573951
416,torghay,49.6339,63.4981,27.75,93,100,9.86,KZ,1734573952
417,harstad,68.799,16.5293,23.16,77,100,17.0,NO,1734573954
418,cururupu,-1.8283,-44.8683,76.14,89,78,1.48,BR,1734573809
419,meridian,43.6121,-116.3915,45.72,75,0,8.05,US,1734573752
420,dodoma,-6.1722,35.7395,67.15,87,100,6.62,TZ,1734573957
421,izluchinsk,60.9794,76.9242,8.62,95,100,10.56,RU,1734573958
422,paracuru,-3.41,-39.0306,80.01,82,52,11.12,BR,1734573662
423,opuwo,-18.0607,13.84,66.56,37,48,5.06,NA,1734573961
424,alice springs,-23.7,133.8833,92.75,12,0,16.11,AU,1734573962
425,mooroopna,-36.4,145.35,84.18,21,0,3.91,AU,1734573963
426,bam,29.106,58.357,39.61,14,0,0.89,IR,1734573964
427,santa ana de yacuma,-13.75,-65.4333,74.59,93,56,6.04,BO,1734573965
428,nantucket,41.2835,-70.0995,48.31,87,100,12.66,US,1734573967
429,cabagan,17.4333,121.75,75.34,81,99,8.63,PH,1734573968
430,hauterive,46.0901,3.4459,50.47,76,100,8.25,FR,1734573969
431,dryden,49.7833,-92.7503,-5.51,77,0,5.75,CA,1734573970
432,roswell,34.0232,-84.3616,55.18,91,0,3.44,US,1734573806
433,thinadhoo,0.5333,72.9333,81.45,79,98,14.07,MV,1734573972
434,kristiansund,63.1115,7.732,45.25,65,48,17.27,NO,1734573974
435,lamu,-2.2717,40.902,78.06,87,100,8.03,KE,1734573975
436,isangel,-19.55,169.2667,81.88,74,62,1.36,VU,1734573976
437,tanjung pandan,-2.75,107.65,81.95,80,100,12.55,ID,1734573977
438,puerto santa,-8.9906,-78.6456,65.82,86,16,8.25,PE,1734573978
439,namtsy,62.7161,129.6658,-30.1,100,100,2.44,RU,1734573980
440,capitan bado,-23.2667,-55.5333,72.37,74,3,8.39,PY,1734573981
441,smithers,54.7804,-127.1743,23.32,80,75,5.75,CA,1734573982
442,pendleton,45.6721,-118.7886,47.8,79,0,5.75,US,1734573836
443,khandyga,62.6667,135.6,-21.73,92,100,0.94,RU,1734573984
444,cookeville,36.1628,-85.5016,41.99,92,100,1.99,US,1734573798
445,vrangel',42.7297,133.0839,20.86,51,42,13.47,RU,1734573877
446,deyang,31.1302,104.382,45.59,79,100,3.18,CN,1734573988
447,midvagur,62.0511,-7.1939,40.03,60,75,28.77,FO,1734573989
448,vuktyl,63.8567,57.3094,7.5,96,100,2.13,RU,1734573991
449,upington,-28.4478,21.2561,70.18,26,0,5.75,ZA,1734573992
450,hilo,19.7297,-155.09,78.53,88,75,10.36,US,1734573993
451,praia da vitoria,38.7333,-27.0667,55.65,88,20,9.01,PT,1734573994
452,east ballina,-28.8667,153.5833,75.38,53,0,17.4,AU,1734573995
453,urzhar,47.093,81.6294,17.22,77,100,5.73,KZ,1734573997
454,lautoka,-17.6167,177.4667,85.86,66,20,11.5,FJ,1734573936
455,qui nhon,13.7667,109.2333,72.97,84,100,19.39,VN,1734573999
456,el crucero,11.9901,-86.3095,72.37,71,3,10.8,NI,1734574000
457,sept-iles,50.2001,-66.3821,32.0,68,75,6.91,CA,1734573866
458,ust-nera,64.5667,143.2,-11.49,100,100,1.34,RU,1734574003
459,at taj,24.2049,23.2857,47.77,62,0,9.13,LY,1734574004
460,hanceville,34.0607,-86.7675,54.16,87,100,12.8,US,1734573994
461,sinabang,2.4803,96.3801,81.64,78,100,2.91,ID,1734574006
462,sitia,35.2,26.0986,57.25,79,82,7.27,GR,1734574007
463,antsiranana,-12.2787,49.2917,76.28,80,94,11.7,MG,1734574009
464,massawa,15.6097,39.45,78.44,69,10,2.01,ER,1734574010
465,saeby,57.3319,10.5225,44.28,84,100,12.3,DK,1734574011
466,barmer,25.75,71.3833,50.38,15,0,7.47,IN,1734574014
467,nianzishan,47.5167,122.8833,8.92,78,100,1.77,CN,1734574015
468,zemio,5.0314,25.1361,74.44,54,85,1.57,CF,1734574016
469,moapa valley,36.5805,-114.4703,57.54,35,84,2.33,US,1734574017
470,puerto lempira,15.2667,-83.7667,77.34,86,11,7.78,HN,1734574018
471,zeya,53.75,127.2667,1.47,78,2,6.85,RU,1734573792
472,taltal,-25.4,-70.4833,66.52,74,1,2.04,CL,1734574021
473,tachov,49.7953,12.6337,47.19,87,100,3.0,CZ,1734574022
474,palmas,-10.2128,-48.3603,76.87,88,75,0.0,BR,1734573833
475,barra de santo antonio,-9.4047,-35.5072,78.8,85,100,9.89,BR,1734574024
476,fort bragg,35.139,-79.006,66.81,93,40,0.0,US,1734573738
477,mahudha,22.8167,72.9333,58.55,45,0,4.52,IN,1734574027
478,nuku'alofa,-21.1333,-175.2,82.74,74,75,5.75,TO,1734574028
479,kone,-21.0595,164.8658,86.99,60,100,4.81,NC,1734574029
480,kavak,41.0783,36.0425,37.96,80,6,3.42,TR,1734574030
481,meulaboh,4.1363,96.1285,78.87,85,89,2.95,ID,1734574031
482,kushk,33.2957,61.9522,35.44,35,0,4.16,AF,1734574032
483,novyy turtkul',41.55,61.0167,34.9,73,47,11.3,UZ,1734574033
484,enewetak,11.3474,162.3373,81.46,78,100,22.62,MH,1734574035
485,urazovo,50.0836,38.0395,20.86,82,34,7.9,RU,1734574036
486,kismayo,-0.3582,42.5454,77.79,83,100,9.66,SO,1734574037
487,kapa'a,22.0752,-159.319,82.72,75,0,8.05,US,1734574039
488,lincoln,40.8,-96.667,33.3,76,0,8.05,US,1734574040
489,ridder,50.355,83.5133,16.93,74,100,4.25,KZ,1734574041
490,nazarovo,56.0064,90.3914,0.12,90,76,5.93,RU,1734574042
491,atkarsk,51.8718,45.0078,8.73,92,100,14.63,RU,1734574043
492,strugi-krasnyye,58.2675,29.1114,23.9,94,100,13.53,RU,1734574045
493,san fernando de apure,7.8878,-67.4724,81.9,53,100,4.18,VE,1734574046
494,labrador city,52.9463,-66.9114,13.17,77,75,13.0,CA,1734574047
495,slonim,53.0867,25.3219,41.67,82,100,13.51,BY,1734574048
496,itamaraju,-17.0392,-39.5311,73.47,95,98,3.69,BR,1734574049
497,tselinnoye,53.0833,85.6667,5.11,88,100,4.72,RU,1734574050
498,wichian buri,15.6578,101.106,73.63,55,32,10.63,TH,1734574052
499,warrnambool,-38.3833,142.4833,69.13,54,0,7.74,AU,1734574053
500,asau,46.4333,26.4,34.38,93,63,8.12,RO,1734574055
501,frontera,26.9333,-101.45,63.9,60,99,5.99,MX,1734574056
502,sinjar,36.3209,41.8754,42.48,59,0,2.46,IQ,1734574057
503,samalut,28.3121,30.7101,53.74,68,1,7.49,EG,1734574058
504,teknaf,20.8624,92.3058,72.88,70,85,3.24,BD,1734574059
505,inhambane,-23.865,35.3833,75.4,91,97,6.87,MZ,1734573850
506,barclayville,4.6797,-8.2339,77.7,88,22,3.09,LR,1734574062
507,brak,27.5496,14.2714,55.02,72,1,6.93,LY,1734574063
508,lensk,60.7253,114.9278,2.53,92,95,8.32,RU,1734574064
509,kyzyl-suu,42.3414,78.0056,18.52,59,16,8.63,KG,1734574065
510,taro,-8.3862,115.28,82.02,59,93,5.35,ID,1734574066
511,pirallahi,40.4723,50.333,41.14,84,100,4.38,AZ,1734574068
512,khash,28.2211,61.2158,33.21,13,0,3.49,IR,1734574069
513,shimoda,34.6667,138.95,46.81,70,51,13.49,JP,1734574070
514,vinh,18.6667,105.6667,64.08,74,47,5.91,VN,1734574071
515,arraial do cabo,-22.9661,-42.0278,73.4,81,54,5.23,BR,1734574072
516,naze,28.3667,129.4833,52.72,66,99,22.26,JP,1734574073
517,tarhuna,32.435,13.6332,48.16,74,1,10.27,LY,1734574074
518,peruibe,-24.32,-46.9983,70.34,91,72,6.62,BR,1734574054
519,greenville,35.6127,-77.3663,65.14,99,100,6.91,US,1734574077
520,meethari marwar,27.5751,74.6864,49.1,39,0,5.95,IN,1734574079
521,masindi port,1.6961,32.0861,69.76,53,68,0.25,UG,1734574080
522,fortaleza,-3.7227,-38.5247,82.22,83,40,8.05,BR,1734573976
523,pokrovsk,48.282,37.1758,27.1,74,74,7.96,UA,1734574083
524,korla,41.7597,86.1469,8.67,89,88,0.76,CN,1734574084
525,bosobolo,4.1833,19.9,75.18,40,100,1.32,CD,1734574085
526,kabansk,52.0486,106.6528,16.81,95,100,4.45,RU,1734574088
527,masterton,-40.9597,175.6575,57.81,97,100,8.77,NZ,1734574089
528,trinidad,-14.8333,-64.9,76.91,88,100,6.02,BO,1734574090
529,saint-philippe,-21.3585,55.7679,75.42,77,36,11.5,RE,1734574091
530,muzaffarabad,34.37,73.4711,41.97,22,0,6.35,PK,1734574093
531,queenstown,-31.8976,26.8753,58.24,89,100,4.5,ZA,1734574094
532,magadan,59.5667,150.8,4.64,72,33,10.63,RU,1734574095
533,laem sing,12.4816,102.0738,76.86,58,52,13.33,TH,1734574096
534,pitimbu,-7.4706,-34.8086,79.61,79,86,9.84,BR,1734574019
535,lazaro cardenas,17.9583,-102.2,78.03,80,100,3.24,MX,1734574098
536,mount pearl,47.5166,-52.7813,38.14,91,99,3.0,CA,1734574100
537,babu,24.4167,111.5167,51.3,30,0,6.06,CN,1734574101
538,ciudad de armeria,18.9333,-103.9667,74.57,91,52,1.28,MX,1734574103
539,benghazi,32.1167,20.0667,62.91,65,71,14.2,LY,1734574104
540,ko pha ngan,9.7578,100.0291,77.43,75,92,16.17,TH,1734574106
541,ta`u,-14.2336,-169.5144,79.97,81,100,19.93,AS,1734574107
